2015-02-21 22:45:57.00,0
2015-02-21 22:57:57.00,1
2015-02-21 23:18:57.00,2
2015-02-21 23:19:57.00,1
2015-02-21 23:20:27.00,2
2015-02-21 23:21:57.00,1
2015-02-21 23:22:27.00,2
2015-02-21 23:23:27.00,3
2015-02-21 23:30:57.00,4
2015-02-21 23:56:27.00,3
2015-02-21 23:57:27.00,2
2015-02-21 23:57:57.00,3
2015-02-22 00:00:57.00,2
2015-02-22 00:01:57.00,3
2015-02-22 00:07:27.00,4
2015-02-22 00:07:57.00,3
2015-02-22 00:09:27.00,4
2015-02-22 00:42:27.00,3
2015-02-22 00:42:57.00,4
2015-02-22 00:43:27.00,3
2015-02-22 00:45:57.00,2
2015-02-22 00:46:57.00,1
2015-02-22 00:47:57.00,3
2015-02-22 00:53:27.00,5
2015-02-22 00:55:27.00,3
2015-02-22 00:58:27.00,5
2015-02-22 01:03:57.00,3
2015-02-22 01:09:57.00,1
2015-02-22 01:10:27.00,2
2015-02-22 01:10:57.00,3
2015-02-22 01:18:57.00,2
2015-02-22 01:19:27.00,3
2015-02-22 01:20:27.00,2
2015-02-22 01:20:57.00,3
2015-02-22 01:26:27.00,4
2015-02-22 01:26:57.00,3
2015-02-22 01:27:27.00,4
2015-02-22 01:28:27.00,3
2015-02-22 01:31:57.00,4
2015-02-22 01:33:27.00,3
2015-02-22 01:34:27.00,2
2015-02-22 01:37:27.00,3
2015-02-22 01:38:27.00,1
2015-02-22 01:38:57.00,2
2015-02-22 01:39:27.00,1
2015-02-22 01:39:57.00,2
2015-02-22 01:40:27.00,3
2015-02-22 01:40:57.00,2
2015-02-22 01:41:27.00,3
2015-02-22 01:44:57.00,1
2015-02-22 01:46:57.00,2
2015-02-22 01:47:27.00,1
2015-02-22 01:47:57.00,2
2015-02-22 01:48:27.00,3
2015-02-22 01:56:27.00,4
2015-02-22 01:56:57.00,3
2015-02-22 01:58:27.00,4
2015-02-22 02:13:27.00,3
2015-02-22 02:13:57.00,4
2015-02-22 02:14:27.00,3
2015-02-22 02:17:57.00,4
2015-02-22 02:38:27.00,3
2015-02-22 02:38:57.00,4
2015-02-22 02:39:57.00,3
2015-02-22 02:40:57.00,5
2015-02-22 03:23:27.00,3
2015-02-22 03:27:57.00,1
2015-02-22 03:28:27.00,2
2015-02-22 03:29:57.00,3
2015-02-22 03:46:27.00,2
2015-02-22 03:47:27.00,3
2015-02-22 03:59:57.00,4
2015-02-22 04:00:57.00,3
2015-02-22 04:01:27.00,4
2015-02-22 04:01:57.00,3
2015-02-22 04:02:57.00,4
2015-02-22 04:03:27.00,3
2015-02-22 04:03:57.00,4
2015-02-22 04:04:27.00,3
2015-02-22 04:05:57.00,4
2015-02-22 04:22:57.00,3
2015-02-22 04:26:57.00,1
2015-02-22 04:27:27.00,2
2015-02-22 04:28:27.00,3
2015-02-22 04:29:27.00,2
2015-02-22 04:29:57.00,3
2015-02-22 04:31:57.00,2
2015-02-22 04:32:27.00,3
2015-02-22 04:32:57.00,5
2015-02-22 04:46:57.00,1
2015-02-22 04:50:27.00,2
2015-02-22 04:51:57.00,3
2015-02-22 04:54:27.00,2
2015-02-22 04:54:57.00,3
2015-02-22 04:55:27.00,2
2015-02-22 04:55:57.00,3
2015-02-22 05:05:27.00,5
2015-02-22 05:30:27.00,2
2015-02-22 05:31:57.00,3
2015-02-22 05:46:57.00,4
2015-02-22 06:12:57.00,3
2015-02-22 06:13:27.00,1
2015-02-22 06:14:27.00,2
2015-02-22 06:15:57.00,3
2015-02-22 06:17:57.00,2
2015-02-22 06:18:27.00,3
2015-02-22 06:20:27.00,2
2015-02-22 06:20:57.00,3
2015-02-22 06:21:27.00,2
2015-02-22 06:21:57.00,3
2015-02-22 06:22:57.00,2
2015-02-22 06:24:57.00,3
2015-02-22 06:26:27.00,5
2015-02-22 06:27:57.00,2
2015-02-22 06:28:27.00,5
2015-02-22 06:32:27.00,1
2015-02-22 06:32:57.00,2
2015-02-22 06:34:27.00,1
2015-02-22 06:36:27.00,0
